2019-11-15T23:38:27,2019-11-15,23:38:27,-0.54,103428.02,44.00,2310
2019-11-15T23:38:29,2019-11-15,23:38:29,9.88,16452.10,43.00,2310
2019-11-15T23:38:31,2019-11-15,23:38:31,11.20,14595.92,39.00,2309
2019-11-15T23:38:33,2019-11-15,23:38:33,18.67,4572.86,40.00,2304
2019-11-15T23:38:36,2019-11-15,23:38:36,277.40,4804.34,43.00,2284
2019-11-15T23:38:38,2019-11-15,23:38:38,5.94,4465.73,41.00,2285
2019-11-15T23:38:40,2019-11-15,23:38:40,-0.45,4758.90,42.00,2283
2019-11-15T23:38:42,2019-11-15,23:38:42,8.97,13798.85,50.00,2286
2019-11-15T23:38:44,2019-11-15,23:38:44,6.03,4744.22,50.00,2289
2019-11-15T23:38:46,2019-11-15,23:38:46,30.28,4810.50,23.00,8124
2019-11-15T23:38:48,2019-11-15,23:38:48,13.24,4881.49,48.00,2283
2019-11-15T23:38:50,2019-11-15,23:38:50,63.23,4427.17,44.00,2286
2019-11-15T23:38:52,2019-11-15,23:38:52,29.92,15342.26,34.00,2287
